date,day,pot id,species,treatment,road salt concentration,avg height (cm),germination,growth rate (height/day),observations
2026-02-19,2,182,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,183,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,184,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,185,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,186,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,187,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,188,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,189,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,190,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,191,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-19,2,192,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,1,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,2,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,3,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,4,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,5,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,6,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,7,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,8,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,9,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,10,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,11,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,12,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,13,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,14,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,15,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,16,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,17,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,18,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,19,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,20,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,21,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,22,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,23,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,24,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-20,3,25,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,26,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,27,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,28,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,29,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,30,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,31,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,32,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,33,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,34,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,35,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,36,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,37,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,38,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,39,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,40,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,41,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,42,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,43,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,44,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,45,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,46,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,47,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,48,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-20,3,49,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,50,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,51,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,52,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,53,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,54,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,55,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,56,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,57,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,58,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,59,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,60,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,61,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,62,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,63,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,64,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,65,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,66,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,67,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,68,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,69,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,70,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,71,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,72,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,73,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,74,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,75,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,76,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,77,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,78,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,79,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,80,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,81,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,82,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,83,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,84,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,85,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,86,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,87,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,88,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,89,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,90,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,91,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,92,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,93,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,94,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,95,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,96,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-20,3,97,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,98,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,99,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,100,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,101,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,102,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,103,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,104,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,105,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,106,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,107,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,108,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,109,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,110,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,111,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,112,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,113,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,114,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,115,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,116,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,117,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,118,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,119,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,120,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,121,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,122,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,123,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,124,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,125,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,126,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,127,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,128,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,129,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,130,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,131,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,132,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,133,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,134,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,135,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,136,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,137,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,138,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,139,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,140,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,141,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,142,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,143,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,144,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-20,3,145,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,146,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,147,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,148,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,149,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,150,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,151,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,152,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,153,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,154,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,155,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,156,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,157,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,158,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,159,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,160,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,161,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,162,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,163,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,164,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,165,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,166,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,167,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,168,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,169,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,170,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,171,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,172,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,173,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,174,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,175,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,176,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,177,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,178,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,179,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,180,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,181,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,182,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,183,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,184,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,185,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,186,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,187,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,188,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,189,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,190,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,191,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-20,3,192,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,1,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,2,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,3,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,4,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,5,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,6,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,7,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,8,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,9,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,10,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,11,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,12,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,13,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,14,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,15,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,16,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,17,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,18,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,19,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,20,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,21,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,22,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,23,western yarrow,control,0.0000,0.30,1,0.30,
2026-02-21,4,24,western yarrow,control,0.0000,0.00,0,0.00,
2026-02-21,4,25,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-21,4,26,white dutch clover,control,0.0000,0.30,1,0.30,
2026-02-21,4,27,white dutch clover,control,0.0000,0.40,1,0.40,
2026-02-21,4,28,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-21,4,29,white dutch clover,control,0.0000,0.30,1,0.30,
2026-02-21,4,30,white dutch clover,control,0.0000,0.30,1,0.30,
2026-02-21,4,31,white dutch clover,control,0.0000,0.40,1,0.40,
2026-02-21,4,32,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-21,4,33,white dutch clover,control,0.0000,0.30,1,0.30,
2026-02-21,4,34,white dutch clover,control,0.0000,0.60,1,0.60,
2026-02-21,4,35,white dutch clover,control,0.0000,0.50,1,0.50,
2026-02-21,4,36,white dutch clover,control,0.0000,0.40,1,0.40,
2026-02-21,4,37,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-21,4,38,white dutch clover,control,0.0000,0.40,1,0.40,
2026-02-21,4,39,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-21,4,40,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-21,4,41,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-21,4,42,white dutch clover,control,0.0000,0.40,1,0.40,
2026-02-21,4,43,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-21,4,44,white dutch clover,control,0.0000,0.00,0,0.00,
2026-02-21,4,45,white dutch clover,control,0.0000,0.30,1,0.30,
2026-02-21,4,46,white dutch clover,control,0.0000,0.50,1,0.50,
2026-02-21,4,47,white dutch clover,control,0.0000,0.60,1,0.60,
2026-02-21,4,48,white dutch clover,control,0.0000,0.70,1,0.70,
2026-02-21,4,49,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,50,western yarrow,low salt,0.0841,0.20,1,0.20,
2026-02-21,4,51,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,52,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,53,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,54,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,55,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,56,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,57,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,58,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,59,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,60,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,61,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,62,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,63,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,64,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,65,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,66,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,67,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,68,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,69,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,70,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,71,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,72,western yarrow,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,73,white dutch clover,low salt,0.0841,0.40,1,0.40,
2026-02-21,4,74,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,75,white dutch clover,low salt,0.0841,0.40,1,0.40,
2026-02-21,4,76,white dutch clover,low salt,0.0841,0.40,1,0.40,
2026-02-21,4,77,white dutch clover,low salt,0.0841,0.30,1,0.30,
2026-02-21,4,78,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,79,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,80,white dutch clover,low salt,0.0841,0.60,1,0.60,
2026-02-21,4,81,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,82,white dutch clover,low salt,0.0841,0.40,1,0.40,
2026-02-21,4,83,white dutch clover,low salt,0.0841,0.40,1,0.40,
2026-02-21,4,84,white dutch clover,low salt,0.0841,0.50,1,0.50,
2026-02-21,4,85,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,86,white dutch clover,low salt,0.0841,0.50,1,0.50,
2026-02-21,4,87,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,88,white dutch clover,low salt,0.0841,0.50,1,0.50,
2026-02-21,4,89,white dutch clover,low salt,0.0841,0.40,1,0.40,
2026-02-21,4,90,white dutch clover,low salt,0.0841,0.30,1,0.30,
2026-02-21,4,91,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,92,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,93,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,94,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,95,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,96,white dutch clover,low salt,0.0841,0.00,0,0.00,
2026-02-21,4,97,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,98,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,99,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,100,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,101,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,102,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,103,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,104,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,105,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,106,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,107,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,108,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,109,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,110,western yarrow,medium salt,0.1683,0.70,1,0.70,
2026-02-21,4,111,western yarrow,medium salt,0.1683,0.10,1,0.10,
2026-02-21,4,112,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,113,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,114,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,115,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,116,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,117,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,118,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,119,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,120,western yarrow,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,121,white dutch clover,medium salt,0.1683,0.40,1,0.40,
2026-02-21,4,122,white dutch clover,medium salt,0.1683,0.30,1,0.30,
2026-02-21,4,123,white dutch clover,medium salt,0.1683,0.50,1,0.50,
2026-02-21,4,124,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,125,white dutch clover,medium salt,0.1683,0.40,1,0.40,
2026-02-21,4,126,white dutch clover,medium salt,0.1683,0.30,1,0.30,
2026-02-21,4,127,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,128,white dutch clover,medium salt,0.1683,0.20,1,0.20,
2026-02-21,4,129,white dutch clover,medium salt,0.1683,0.50,1,0.50,
2026-02-21,4,130,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,131,white dutch clover,medium salt,0.1683,0.50,1,0.50,
2026-02-21,4,132,white dutch clover,medium salt,0.1683,0.30,1,0.30,
2026-02-21,4,133,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,134,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,135,white dutch clover,medium salt,0.1683,0.40,1,0.40,
2026-02-21,4,136,white dutch clover,medium salt,0.1683,0.40,1,0.40,
2026-02-21,4,137,white dutch clover,medium salt,0.1683,0.50,1,0.50,
2026-02-21,4,138,white dutch clover,medium salt,0.1683,0.40,1,0.40,
2026-02-21,4,139,white dutch clover,medium salt,0.1683,0.40,1,0.40,
2026-02-21,4,140,white dutch clover,medium salt,0.1683,0.30,1,0.30,
2026-02-21,4,141,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,142,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,143,white dutch clover,medium salt,0.1683,0.30,1,0.30,
2026-02-21,4,144,white dutch clover,medium salt,0.1683,0.00,0,0.00,
2026-02-21,4,145,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,146,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,147,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,148,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,149,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,150,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,151,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,152,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,153,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,154,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,155,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,156,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,157,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,158,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,159,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,160,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,161,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,162,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,163,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,164,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,165,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,166,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,167,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,168,western yarrow,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,169,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,170,white dutch clover,high salt,0.2525,0.00,0,0.00,
2026-02-21,4,171,white dutch clover,high salt,0.2525,0.00,0,0.00,
